,Journal,Vol,Issue,Issue Year,First Page,Last Page,Pages
0,Boston University Law Review,Vol.  88,4 (October 2008),2008,991,1042,991-1042
0,Journal of Law & Economics,Vol.  45,2 Part 1 (October 2002),2002,509,534,509-534
0,Michigan Law Review,Vol.  114,6 (April 2016),2016,929,950,929-950
0,Stanford Law Review,Vol.  68,6 (June 2016),2016,1411,1454,1411-1454
0,Southern California Law Review,Vol.  86,6 (September 2013),2013,1239,1308,1239-1308
0,Health Matrix: Journal of Law-Medicine,Vol.  25,,,139,162,139-162
0,American Journal of Law & Medicine,Vol.  40,1 (2014),2014,85,112,85-112
0,Arizona State Law Journal,Vol.  47,3 (Fall 2015),2015,919,960,919-960
0,University of Illinois Law Review,Vol.  2011,5 (2011),2011,1753,1766,1753-1766
0,Cornell Law Review Online,Vol.  99-100,,,1,22,1-22
0,Review of Law and Economics,Vol.  4,2 (2008),2008,591,620,591-620
0,Vanderbilt Law Review,Vol.  70,6 (November 2017),2017,1755,1780,1755-1780
0,Health Matrix: Journal of Law-Medicine,Vol.  27,,,315,346,315-346
0,"Minnesota Journal of Law, Science and Technology",Vol.  17,2 (Spring 2016),2016,663,708,663-708
0,Antitrust Bulletin,Vol.  46,4 (Winter 2001),2001,835,878,835-878
0,Antitrust Law Journal,Vol.  81,3 (2017),2017,947,980,947-980
0,New York University Journal of Intellectual Property & Entertainment Law,Vol.  6,1 (Fall 2016),2016,14,46,14-46
0,Northwestern Journal of Law and Social Policy,Vol.  9,1 (Fall 2013),2013,[i],23,[i]-23
0,Revista Forumul Judecatorilor,Vol.  2012,3 (2012),2012,33,44,33-44
0,Revista Forumul Judecatorilor,Vol.  2012,4 (2012),2012,25,43,25-43
0,Journal of Legal Studies,Vol.  44,,,S161,S186,S161-S186
0,Vanderbilt Law Review,Vol.  71,6 (November 2018),2018,2015,2036,2015-2036
0,Vanderbilt Law Review,Vol.  66,1 (January 2013),2013,255,322,255-322
0,Human Rights,Vol.  42,3 (2017),2017,11,17,11-17
0,Journal of Health Care Law and Policy,Vol.  21,1 (2018),2018,1,28,1-28
0,DePaul Law Review,Vol.  68,2 (Winter 2019),2019,385,406,385-406
0,"Minnesota Journal of Law, Science and Technology",Vol.  15,2 (Spring 2014),2014,1027,1054,1027-1054
0,Criminology and Public Policy ,Vol.  5,2 (May 2006),2006,285,298,285-298
0,Pepperdine Law Review,Vol.  7,1 (1979-1980),1979,125,146,125-146
0,Wisconsin Law Review,Vol.  1990,1 (1990),1990,1,148,1-148
0,Chicago-Kent Law Review,Vol.  69,1 (1993),1993,97,128,97-128
0,Law and Social Inquiry,Vol.  21,3 (Summer 1996),1996,497,592,497-592
0,Law and Social Inquiry,Vol.  21,3 (Summer 1996),1996,631,678,631-678
0,Administrative Law Review,Vol.  52,2 (Spring 2000),2000,743,768,743-768
0,Harvard Law & Policy Review,Vol.  10,2 (Summer 2016),2016,281,298,281-298
0,University of Pennsylvania Journal of Labor and Employment Law,Vol.  3,3 (Spring 2001),2001,375,384,375-384
0,German Law Journal,Vol.  12,1 (January 1,1,210,230,210-230
0,Law and Society Review,Vol.  21,5 (1988),1988,753,764,753-764
0,Philippine Yearbook of International Law,Vol.  7,,,108,142,108-142
0,Canada-United States Law Journal,Vol.  19,,,175,184,175-184
0,Cornell Law Review,Vol.  65,1,,1,56,1-56
0,Iowa Law Review,Vol.  64,3 (March 1979),1979,527,572,527-572
0,Texas Law Review,Vol.  65,1 (November 1986),1986,41,100,41-100
0,Duke Journal of Gender Law & Policy,Vol.  14,1 (January 2007),2007,205,228,205-228
0,Vanderbilt Law Review,Vol.  34,1 (January 1981),1981,37,70,37-70
0,Tulane Law Review,Vol.  78,6 (June 2004),2004,2207,2278,2207-2278
0,Tulane Law Review ,Vol.  74,1 (November 1999),1999,1,38,1-38
0,Tulane Law Review ,Vol.  69,6,,1439,1512,1439-1512
0,Tulane Law Review,Vol.  58,2,,444,502,444-502
0,Indiana Law Journal,Vol.  87,1 (Winter 2012),2012,349,366,349-366
0,Washington and Lee Law Review,Vol.  53,1 (1996),1996,33,98,33-98
0,Tulane Law Review,Vol.  77,4 (March 2003),2003,915,996,915-996
0,Tulane Law Review,Vol.  92,4 (April 2018),2018,883,930,883-930
0,Industrial and Labor Relations Forum,Vol.  7,3 (1970-1971),1970,36,65,36-65
0,Tulane Law Review ,Vol.  70,6 Part A,,2091,2102,2091-2102
0,Tel Aviv University Studies in Law,Vol.  6,,,155,171,155-171
0,Detroit College of Law Review,Vol.  1986,4 (Winter 1986),1986,1113,1120,1113-1120
0,Emory Law Journal,Vol.  52,1 (Winter 2003),2003,71,186,71-186
0,William Mitchell Law Review,Vol.  28,1 (2001),2001,317,346,317-346
0,Southern California Law Review,Vol.  83,3 (March 2010),2010,509,574,509-574
0,Fordham International Law Journal ,Vol.  31,2 (January 2008),2008,289,342,289-342
0,Yale Human Rights & Development Law Journal,Vol.  14,1 (2011),2011,1,58,1-58
0,Columbia Journal of Gender and Law,Vol.  23,2 (2012),2012,202,256,202-256
0,Law and Inequality: A Journal of Theory and Practice,Vol.  31,1 (Winter 2012),2012,1,36,1-36
0,Georgetown Journal of Gender and the Law,Vol.  5,3 (Fall 2004),2004,897,916,897-916
0,Oregon Review of International Law ,Vol.  10,2 (2008),2008,391,418,391-418
0,Michigan Journal of Gender & Law,Vol.  23,1 (2016),2016,65,146,65-146
0,Michigan State Law Review,Vol.  2014,2 (2014),2014,241,264,241-264
0,Washington and Lee Law Review Online,Vol.  73,,,841,885,841-885
0,Santa Clara Journal of International Law,Vol.  11,1 (2012),2012,225,236,225-236
0,Columbia Journal of Environmental Law,Vol.  18,1 (1993),1993,1,30,1-30
0,Rutgers Law Review,Vol.  34,2 (Winter 1982),1982,243,291,243-291
0,Minnesota Law Review,Vol.  74,2 (December 1989),1989,339,370,339-370
0,Hastings Constitutional Law Quarterly,Vol.  37,3 (Spring 2010),2010,433,486,433-486
0,American Bar Association Journal,Vol.  65,4 (April 1979),1979,564,566,564-566
0,Catholic University Law Review,Vol.  42,4 (Summer 1993),1993,771,816,771-816
0,Pace Law Review,Vol.  20,1 (Fall 1999),1999,93,130,93-130
0,Washington University Law Quarterly,Vol.  60,4 (Winter 1983),1983,1213,1290,1213-1290
0,Pace Environmental Law Review,Vol.  4,2 (Spring 1987),1987,311,348,311-348
0,Oregon Law Review,Vol.  66,3 (1988),1988,547,598,547-598
0,Ohio State Law Journal,Vol.  27,1 (Winter 1966),1966,144,175,144-175
0,Journal of Legal Education,Vol.  29,4 (1977-1978),1977,459,469,459-469
0,Fordham Law Review,Vol.  45,2 (November 1976),1976,223,334,223-334
0,Pace Law Review,Vol.  35,1 (Fall 2014),2014,215,259,215-259
0,Tennessee Law Review ,Vol.  76,4 (Summer 2009),2009,993,1040,993-1040
0,Pace Environmental Law Review,Vol.  6,2 (Spring 1989),1989,461,564,461-564
0,Fordham Environmental Law Journal ,Vol.  6,3 (Symposium 1995),1995,423,432,423-432
0,First Amendment Law Review,Vol.  11,1 (Fall 2012),2012,16,89,16-89
0,New York Law School Law Review,Vol.  55,2 (2010-2011),2010,437,456,437-456
0,Pace Environmental Law Review,Vol.  10,1 (Fall 1992),1992,21,42,21-42
0,American Bar Association Journal,Vol.  62,10 (October 1976),1976,1309,1312,1309-1312
0,Fordham Urban Law Journal,Vol.  4,1 (Fall 1975),1975,91,128,91-128
0,Health Matrix: Journal of Law-Medicine,Vol.  11,1 (Winter 2001),2001,147,188,147-188
0,Professional Lawyer,Vol.  11,,,1,14,1-14
0,Pace Environmental Law Review,Vol.  21,1 (2003),2003,3,26,3-26
0,Case Western Reserve Journal of International Law,Vol.  49,,,211,226,211-226
0,Ohio State Journal of Criminal Law,Vol.  12,2 (Spring 2015),2015,605,612,605-612
0,University of Pittsburgh Law Review,Vol.  39,4 (Summer 1978),1978,793,800,793-800
0,Legal Ethics,Vol.  4,2 (2001),2001,155,172,155-172
0,Washington University Jurisprudence Review,Vol.  11,2 (2019),2019,191,254,191-254
0,Brooklyn Law Review,Vol.  38,4 (Spring 1972),1972,1303,1309,1303-1309
0,Pace Law Review,Vol.  23,2 (Spring 2003),2003,599,612,599-612
0,Brooklyn Law Review,Vol.  39,4,,1187,1191,1187-1191
0,Brooklyn Law Review,Vol.  39,2 (Summer 1972),1972,507,510,507-510
0,Oregon State Bar Bulletin,Vol.  40,8 (June 1980),1980,6,11,6-11
0,Michigan Law Review,Vol.  86,8 (August 1988),1988,1929,1980,1929-1980
0,Michigan Law Review,Vol.  85,8 (August 1987),1987,1820,1864,1820-1864
0,Cornell Law Review,Vol.  80,4,,990,1013,990-1013
0,Virginia Law Review,Vol.  77,3 (April 1991),1991,439,488,439-488
0,Columbia Law Review,Vol.  77,8 (December 1977),1977,1216,1246,1216-1246
0,Cornell Law Review,Vol.  79,6,,1382,1404,1382-1404
0,Journal of Legal Education,Vol.  42,3 (1992),1992,461,464,461-464
0,Cornell Law Forum,Vol.  22,2 (November 1995),1995,9,14,9-14
0,University of Pennsylvania Law Review,Vol.  126,1 (November 1977),1977,88,146,88-146
0,Nebraska Law Review,Vol.  75,4 (1996),1996,704,751,704-751
0,Celveland State Law Review,Vol.  29,3 (1980),1980,575,602,575-602
0,Pepperdine Dispute Resolution Law Journal ,Vol.  8,3 (2008),2008,403,448,403-448
0,Cardozo Journal of Conflict Resolution,Vol.  10,1 (Fall 2008),2008,43,90,43-90
0,San Diego Law Review,Vol.  27,1 (January 1990),1990,101,126,101-126
0,Pepperdine Law Review,Vol.  16,5 (1989),1989,43,74,43-74
0,New Mexico Law Review,Vol.  19,1 (1989),1989,117,136,117-136
0,University of Hawaii Law Review,Vol.  11,,,81,110,81-110
0,Ohio State Journal on Dispute Resolution,Vol.  29,1 (2014),2014,85,160,85-160
0,Southwestern University Law Review,Vol.  13,3 (1983),1983,505,530,505-530
0,Journal of Criminal Law and Criminology,Vol.  69,3 (Fall 1978),1978,270,290,270-290
0,Practical Lawyer,Vol.  27,1 (January 15,15,41,56,41-56
0,Practical Lawyer,Vol.  30,4 (June 1,1,73,86,73-86
0,Case Western Reserve Law Review,Vol.  49,1 (Fall 1998),1998,1,104,1-104
0,Virginia Environmental Law Journal,Vol.  26,1 (2008),2008,107,160,107-160
0,Dickinson Law Review,Vol.  103,4 (Summer 1999),1999,693,734,693-734
0,Harvard Environmental Law Review,Vol.  21,1 (1997),1997,1,82,1-82
0,Dickinson Law Review,Vol.  104,1 (Fall 1999),1999,97,164,97-164
0,Energy Law Journal ,Vol.  29,1 (2008),2008,1,32,1-32
0,Indiana Journal of Global Legal Studies,Vol.  10,1 (Winter 2003),2003,247,286,247-286
0,University of Michigan Journal of Law Reform,Vol.  19,4 (Summer 1986),1986,903,968,903-968
0,Virginia Environmental Law Journal,Vol.  26,1 (2008),2008,227,270,227-270
0,Urban Lawyer,Vol.  35,3 (Summer 2003),2003,495,532,495-532
0,William and Mary Environmental Law and Policy Review,Vol.  27,1 (Fall 2002),2002,79,136,79-136
0,Journal of Legal Education,Vol.  60,3 (2010),2010,489,518,489-518
0,Pacific McGeorge Global Business & Development Law Journal,Vol.  20,1 (2007),2007,15,40,15-40
0,Natural Resources & Environment ,Vol.  22,3 (Winter 2008),2008,3,8,3-8
0,Pace Environmental Law Review,Vol.  28,3 (Spring 2011),2011,614,641,614-641
0,Rutgers University Law Review,Vol.  67,5 (Summer 2015),2015,1169,1196,1169-1196
0,Tulsa Law Review,Vol.  44,1 (Fall 2008),2008,93,120,93-120
0,Environmental Law,Vol.  45,2 (Spring 2015),2015,463,518,463-518
0,Buffalo Environmental Law Journal,Vol.  10,s 1 & 2 (Fall 2002-Spring 2003),2002,69,128,69-128
0,Duquesne Law Review,Vol.  53,2 (Summer 2015),2015,335,370,335-370
0,Georgetown International Environmental Law Review,Vol.  20,4 (2008),2008,573,618,573-618
0,Widener Law Review,Vol.  10,2 (2004),2004,503,526,503-526
0,Penn State Environmental Law Review,Vol.  12,1 (Winter 2004),2004,181,206,181-206
0,University of Toledo Law Review,Vol.  42,2 (Winter 2011),2011,467,492,467-492
0,Brooklyn Law Review,Vol.  82,2 (Winter 2017),2017,825,880,825-880
0,Journal of Environmental and Sustainability Law,Vol.  19,1 (Summer 2012),2012,1,33,1-33
0,Natural Resources & Environment,Vol.  12,2 (Fall 1997),1997,101,104,101-104
0,Natural Resources & Environment,Vol.  25,4 (Spring 2011),2011,7,11,7-11
0,Denver Law Review,Vol.  95,1 (2017),2017,123,190,123-190
0,Student Lawyer,Vol.  16,2 (October 1987),1987,18,24,18-24
0,Widener Law Symposium Journal,Vol.  3,,,279,286,279-286
0,Rutgers University Law Review,Vol.  70,4 (Summer 2018),2018,803,856,803-856
0,UMKC Law Review,Vol.  86,4 (Spring 2018),2018,759,778,759-778
0,University of Michigan Journal of Law Reform,Vol.  10,2 (Winter 1977),1977,323,363,323-363
0,Hofstra Law Review,Vol.  37,4 (Summer 2009),2009,985,1006,985-1006
0,Sustainable Development Law & Policy,Vol.  6,1 (Fall 2005),2005,46,50,46-50
0,Environmental & Energy Law & Policy Journal,Vol.  4,2 (Fall 2009),2009,170,187,170-187
0,John Marshall Law Review,Vol.  49,2 (Winter 2015),2015,377,412,377-412
0,Trends,Vol.  44,6 (July/August 2013),2013,21,24,21-24
0,Albany Law Environmental Outlook Journal,Vol.  8,2 (2004),2004,173,186,173-186
0,Texas A&M Journal of Property Law,Vol.  4,2 (2017),2017,83,116,83-116
0,Natural Resources & Environment,Vol.  19,2 (Fall,,78,80,78-80
0,Trends,Vol.  49,2 (November/December 2017),2017,10,12,10-12
0,Natural Resources & Environment,Vol.  12,2 (Fall 1997),1997,146,148,146-148
0,Widener Law Journal,Vol.  21,2 (2012),2012,285,348,285-348
0,Widener Law Journal,Vol.  24,2 (2015),2015,181,282,181-282
0,Widener Law Journal,Vol.  14,1 (2004),2004,1,10,1-10
0,"Best of ABA Sections: General Practice, Solo & Small Firm Section",Vol.  2,,,48,49,48-49
0,Transnational Environmental Law,Vol.  4,2 (October 2015),2015,247,288,247-288
0,International Law News,Vol.  44,1 (Winter 2015),2015,6,9,6-9
0,Sustainable Development Law & Policy,Vol.  6,1 (Fall 2005),2005,79,80,79-80
0,Michigan Journal of Environmental & Administrative Law,Vol.  8,1 (Fall 2018),2018,49,114,49-114
0,Energy Law Journal,Vol.  39,2 (2018),2018,313,352,313-352
0,New York University Review of Law and Social Change ,Vol.  2,1 (Spring 1972),1972,71,90,71-90
0,Ohio State Law Journal,Vol.  11,4 (Autumn 1950),1950,552,556,552-556
0,Antitrust Bulletin,Vol.  4,6 (Nov. - Dec. 1959),1959,801,816,801-816
0,University of Chicago Law Review,Vol.  55,2 (Spring 1988),1988,585,590,585-590
0,Legal Information Management,Vol.  10,4 (2010),2010,265,270,265-270
0,University of San Francisco Law Review,Vol.  26,2 (Winter 1992),1992,237,260,237-260
0,Indiana Law Review,Vol.  46,3 (2013),2013,711,752,711-752
0,Santa Clara Law Review,Vol.  51,2 (2011),2011,515,544,515-544
0,University of Cincinnati Law Review,Vol.  83,3 (Spring 2015),2015,685,746,685-746
0,Advocate (Idaho State Bar),Vol.  47,,,15,18,15-18
0,Employee Rights and Employment Journal,Vol.  18,1 (2014),2014,35,90,35-90
0,Hofstra Labor & Employment Law Journal,Vol.  34,2 (Spring 2017),2017,243,300,243-300
0,Advocate (Idaho State Bar),Vol.  60,10 (October 2017),2017,37,42,37-42
0,Review of Litigation,Vol.  10,1 (Fall 1990),1990,25,54,25-54
0,Idaho Law Review,Vol.  53,3 (2017),2017,527,576,527-576
0,Idaho Law Review,Vol.  41,2 (2005),2005,263,292,263-292
0,Georgia Law Review,Vol.  39,1 (Fall 2004),2004,215,258,215-258
0,Law Library Journal,Vol.  78,3 (Summer 1986),1986,443,464,443-464
0,Law Library Journal,Vol.  76,3 (Summer 1983),1983,605,631,605-631
0,Law Library Journal,Vol.  80,3 (Summer 1988),1988,459,472,459-472
0,Sustainable Development Law & Policy,Vol.  8,1 (Fall 2007),2007,4,4,4-4
0,Foreign Affairs,Vol.  86,,,19,37,19-37
0,Law Library Journal,Vol.  90,3 (Summer 1998),1998,423,446,423-446
0,Law Library Journal,Vol.  76,2 (Spring 1983),1983,402,413,402-413
0,Journal of World Trade Law,Vol.  3,3 (May/June 1969),1969,237,250,237-250
0,"Journal of Gender, Race & Justice",Vol.  10,3 (Spring 2007),2007,383,394,383-394
0,Clearinghouse Review ,Vol.  40,1 (May-June 2006),2006,5,6,5-6
0,,,,,,,
0,,,,,,,
0,,,,,,,
0,,,,,,,
0,,,,,,,
0,,,,,,,
0,,,,,,,
0,Yale Law & Policy Review,Vol.  25,2 (Spring 2007),2007,337,348,337-348
0,Canadian Journal of Criminology and Corrections,Vol.  18,2 (1976),1976,85,108,85-108
0,Legal Reference Services Quarterly,Vol.  19,1-2 (2001),2001,1,4,1-4
0,Poly Law Review,Vol.  6,1 (Autumn 1980),1980,33,37,33-37
0,Commercial Law League Bulletin,Vol.  27,6 (June 1922),1922,258,258,258-258
0,Review of Constitutional Studies ,Vol.  10,(2005),2005,73,93,73-93
0,Netherlands Quarterly of Human Rights,Vol.  17,3 (September 1999),1999,259,276,259-276
0,International Financial Law Review,Vol.  1997,,,63,68,63-68
0,Municipal Affairs,Vol.  6,,,438,449,438-449
0,Northwestern University Law Review,Vol.  102,4 (2008),2008,1739,1826,1739-1826
0,Virginia Law Review,Vol.  97,4 (June 2011),2011,899,978,899-978
0,University of St. Thomas Law Journal,Vol.  3,3 (Spring 2006),2006,559,599,559-599
0,Georgetown Law Journal,Vol.  105,2 (January 2017),2017,441,506,441-506
0,Journal of Criminal Law and Criminology,Vol.  102,3 (Summer 2012),2012,653,724,653-724
0,William & Mary Law Review,Vol.  56,2 (November 2014),2014,531,596,531-596
0,American University Law Review,Vol.  63,2 (December 2013),2013,437,496,437-496
0,Federal Sentencing Reporter,Vol.  23,1 (October 2010),2010,87,92,87-92
0,U.C. Davis Law Review,Vol.  48,5 (June 2015),2015,1955,[ii],1955-[ii]
0,Ohio State Journal of Criminal Law,Vol.  11,1 (Fall 2013),2013,1,8,1-8
0,University of Chicago Law Review,Vol.  63,2 (Spring 1996),1996,519,590,519-590
0,Cornell Law Review,Vol.  79,4,,816,884,816-884
0,UCLA Law Review,Vol.  55,4 (April 2008),2008,979,1040,979-1040
0,Stanford Journal of International Law,Vol.  19,1 (Spring 1983),1983,3,98,3-98
0,Pacific McGeorge Global Business & Development Law Journal,Vol.  19,1 (2006),2006,267,330,267-330
0,North Carolina Law Review,Vol.  90,2 (January 2012),2012,461,509,461-509
0,Columbia Journal of Transnational Law,Vol.  52,2 (2014),2014,464,505,464-505
0,Arizona Law Review,Vol.  59,3 (2017),2017,737,772,737-772
0,McGeorge Law Review,Vol.  44,1 (2013),2013,61,76,61-76
0,University of Kansas Law Review,Vol.  65,1 (November 2016),2016,1,58,1-58
0,McGeorge Law Review,Vol.  38,2 (2007),2007,369,372,369-372
0,Duke Journal of Constitutional Law & Public Policy,Vol.  14,1 (2019),2019,1,50,1-50
0,Rutgers Law Review,Vol.  59,1 (Fall 2006),2006,97,128,97-128
0,Transnational Lawyer,Vol.  15,1 (Winter 2002),2002,1,2,1-2
0,FBI Law Enforcement Bulletin,Vol.  71,7 (July 2002),2002,14,19,14-19
0,St. Mary's Law Journal,Vol.  7,3 (1975),1975,516,517,516-517
0,Alaska Law Review,Vol.  33,1 (June 2016),2016,125,156,125-156
0,Cornell Law Review,Vol.  57,4,,491,560,491-560
0,Law and Policy in International Business,Vol.  9,3 (1977),1977,779,854,779-854
0,Cornell International Law Journal,Vol.  13,2 (Summer 1980),1980,257,290,257-290
0,Cornell International Law Journal,Vol.  27,3 (1994),1994,755,776,755-776
0,Vanderbilt Journal of Transnational Law,Vol.  36,4 (October 2003),2003,1115,1136,1115-1136
0,Canadian Business Law Journal,Vol.  23,1 (February,,3,22,3-22
0,Michigan Yearbook of International Legal Studies,Vol.  1,,,53,96,53-96
0,Tulane European & Civil Law Forum,Vol.  21,,,147,172,147-172
0,Cornell International Law Journal,Vol.  42,1 (Winter 2009),2009,23,44,23-44
0,Cornell International Law Journal,Vol.  35,3 (Winter 2002),2002,457,470,457-470
0,Cornell Law Forum,Vol.  9,1 (June 1982),1982,2,6,2-6
0,Cornell Law Forum,Vol.  14,1 (June 1987),1987,12,16,12-16
0,Cornell Law Forum,Vol.  21,3 (March 1995),1995,9,12,9-12
0,Cornell Law Forum,Vol.  23,3 (March 1997),1997,3,10,3-10
0,Cornell Law Forum,Vol.  28,2 (Fall 2001),2001,1,5,1-5
0,Cornell Law Forum,Vol.  32,1 (Summer 2005),2005,8,11,8-11
0,Journal of Corporation Law,Vol.  31,1 (Fall 2005),2005,1,38,1-38
0,Duke Law Journal,Vol.  1978,6 (January 1979),1979,1375,1400,1375-1400
0,Cornell International Law Journal,Vol.  38,2 (2005),2005,493,552,493-552
0,North Carolina Law Review,Vol.  63,4 (April 1985),1985,563,616,563-616
0,Law & Society Review,Vol.  19,4 (1985),1985,661,702,661-702
0,Journal of the Patent and Trademark Office Society,Vol.  85,4 (April 2003),2003,301,334,301-334
0,North Carolina Law Review,Vol.  66,3 (March 1988),1988,467,508,467-508
0,University of Cincinnati Law Review,Vol.  74,1 (Fall 2005),2005,75,104,75-104
0,Duke Law Journal,Vol.  1976,2 (May 1976),1976,285,300,285-300
0,North Carolina Law Review,Vol.  89,3 (March 2011),2011,759,808,759-808
0,North Carolina Law Review,Vol.  74,4 (April 1996),1996,1183,1224,1183-1224
0,North Carolina Law Review,Vol.  70,3 (March 1992),1992,823,848,823-848
0,Law & Society Review,Vol.  22,1 (1988),1988,137,162,137-162
0,North Carolina Law Review,Vol.  82,6 (September 2004),2004,1943,2016,1943-2016
0,Law and Social Inquiry ,Vol.  30,4 (Fall 2005),2005,783,822,783-822
0,Wisconsin Law Review,Vol.  2000,6 (2000),2000,1185,1220,1185-1220
0,Rutgers Computer & Technology Law Journal,Vol.  13,1 (1987),1987,1,32,1-32
0,Seattle University Law Review,Vol.  34,4 (Summer 2011),2011,1049,1080,1049-1080
0,Law and Social Inquiry ,Vol.  31,4 (Fall 2006),2006,831,854,831-854
0,Computer/Law Journal,Vol.  6,1 (Summer 1985),1985,55,118,55-118
0,Loyola of Los Angeles Law Review,Vol.  27,1 (November 1993),1993,41,64,41-64
0,North Carolina Journal of Law & Technology,Vol.  15,4 (June 2014),2014,597,638,597-638
0,North Carolina Law Review,Vol.  72,5 (June 1994),1994,1249,1258,1249-1258
0,Journal of the Patent and Trademark Office Society,Vol.  85,5 (May 2003),2003,371,398,371-398
0,Barrister,Vol.  3,3 (1976),1976,8,33,8-33
0,North Carolina Law Review,Vol.  65,5 (June 1987),1987,935,944,935-944
0,Law and Contemporary Problems,Vol.  60,3 (Summer 1997),1997,5,22,5-22
0,Health Matrix: Journal of Law-Medicine,Vol.  20,2 (2010),2010,325,386,325-386
0,Chicago-Kent Law Review,Vol.  84,1 (2009),2009,109,132,109-132
0,Law and Contemporary Problems,Vol.  51,4 (Autumn 1988),1988,181,198,181-198
0,University of Illinois Law Review,Vol.  2013,3 (2013),2013,919,958,919-958
0,Law & Policy,Vol.  33,4 (October 2011),2011,542,575,542-575
0,William & Mary Environmental Law and Policy Review ,Vol.  31,2 (Winter 2007),2007,317,362,317-362
0,Law & Social Inquiry,Vol.  29,1 (Winter 2004),2004,179,218,179-218
0,Law and Social Inquiry,Vol.  34,4 (Fall 2009),2009,983,1016,983-1016
0,Georgia Law Review,Vol.  22,2 (Winter 1988),1988,425,468,425-468
0,Journal of Corporation Law,Vol.  39,3 (Spring 2014),2014,459,492,459-492
0,Law and Contemporary Problems,Vol.  64,4 (Autumn 2001),2001,1,4,1-4
0,Georgetown Journal of Legal Ethics,Vol.  24,4 (Fall 2011),2011,1183,1190,1183-1190
0,Law and Contemporary Problems,Vol.  64,4 (Autumn 2001),2001,213,240,213-240
0,"Journal of Law, Medicine and Ethics",Vol.  40,3 (Fall 2012),2012,612,629,612-629
0,North Carolina Journal of Law & Technology,Vol.  6,2 (Spring 2005),2005,289,306,289-306
0,North Carolina Journal of International Law and Commercial Regulation,Vol.  10,3 (1985),1985,579,608,579-608
0,Information & Communications Technology Law,Vol.  13,1 (2004),2004,3,40,3-40
0,North Carolina Law Review,Vol.  84,5 (June 2006),2006,1415,1420,1415-1420
0,Fordham Environmental Law Review,Vol.  25,1 (2013),2013,46,83,46-83
0,Law & Social Inquiry,Vol.  27,4 (Fall 2002),2002,847,874,847-874
0,Touro Law Review,Vol.  16,4 (Summer 2000),2000,1053,1064,1053-1064
0,Information & Communications Technology Law,Vol.  9,1 (2000),2000,27,60,27-60
0,"Journal of Law, Medicine and Ethics",Vol.  43,4 (Winter 2015),2015,827,842,827-842
0,Jurimetrics,Vol.  42,3 (Spring 2002),2002,309,314,309-314
0,North Carolina Banking Institute,Vol.  11,,,1,32,1-32
0,Mississippi Law Journal,Vol.  68,1 (Fall 1998),1998,39,80,39-80
0,,,,,,,
0,North Carolina Law Review,Vol.  97,5 (June 2019),2019,1041,1050,1041-1050
0,Cornell International Law Journal,Vol.  51,4 (Winter 2019),2019,773,822,773-822
0,Pace International Law Review,Vol.  26,1 (Spring 2014),2014,13,22,13-22
0,PoLAR: Political and Legal Anthropology Review,Vol.  34,1 (May 2011),2011,1,5,1-5
0,Judges' Journal ,Vol.  44,4 (Fall 2005),2005,6,43,6-43
0,Information & Communications Technology Law,Vol.  12,1 (2003),2003,57,82,57-82
0,Information & Communications Technology Law,Vol.  6,1 (1997),1997,3,16,3-16
0,PoLAR: The Political and Legal Anthropology Review,Vol.  36,2 (November 2013),2013,209,210,209-210
0,PoLAR: The Political and Legal Anthropology Review,Vol.  38,1 (May 2015),2015,1,2,1-2
0,International Journal of Civil Society Law,Vol.  5,4 (2007),2007,130,152,130-152
0,PoLAR: The Political and Legal Anthropology Review,Vol.  35,(November 2012),2012,155,159,155-159
0,Information & Communications Technology Law,Vol.  6,2 (1997),1997,99,102,99-102
0,Law and Social Inquiry ,Vol.  31,2 (Spring 2006),2006,467,476,467-476
0,PoLAR: The Political and Legal Anthropology Review,Vol.  37,2 (November 2014),2014,205,206,205-206
0,PoLAR: The Political and Legal Anthropology Review,Vol.  37,1 (May 2014),2014,1,2,1-2
0,North Carolina Law Review,Vol.  84,5 (June 2006),2006,1683,1690,1683-1690
0,Information & Communications Technology Law,Vol.  8,1 (1999),1999,34,58,34-58
0,PoLAR: The Political and Legal Anthropology Review,Vol.  36,1 (May 2013),2013,1,3,1-3
0,PoLAR: The Political and Legal Anthropology Review,Vol.  35,1 (May 2012),2012,1,3,1-3
0,PoLAR: Political and Legal Anthropology Review,Vol.  34,2 (November 2011),2011,211,213,211-213
0,Duke Law Journal,Vol.  1976,2 (May 1976),1976,450,476,450-476
0,Washington Law Review,Vol.  68,1 (January 1993),1993,1,78,1-78
0,Columbia Science and Technology Law Review,Vol.  4,,,1,35,1-35
0,Hofstra Law Review,Vol.  22,1 (Fall 1993),1993,79,144,79-144
0,Cornell Journal of Law and Public Policy,Vol.  13,1 (Fall 2003),2003,81,110,81-110
0,Southwestern Law Journal,Vol.  44,3 (Winter 1990),1990,1087,1138,1087-1138
0,University of Colorado Law Review,Vol.  64,1 (1993),1993,1,56,1-56
0,Idaho Law Review,Vol.  32,2 (1996),1996,197,252,197-252
0,Hofstra Law Review,Vol.  29,2 (Winter 2000),2000,529,546,529-546
0,Iowa Law Review,Vol.  41,1 (Fall 1995),1995,85,97,85-97
0,Brigham Young University Law Review,Vol.  2013,4 (2013),2013,879,[i],879-[i]
0,Albany Law Journal of Science & Technology,Vol.  13,2 (2003),2003,555,592,555-592
0,Journal of Legal Education,Vol.  50,3 (September 2000),2000,398,413,398-413
