,Journal,Vol,Issue,Issue Year,First Page,Last Page,Pages
0,Michigan Journal of International Law,Vol.  15,2 (Winter 1994),1994,605,644,605-644
0,Columbia Human Rights Law Review,Vol.  41,3 (Spring 2010),2010,635,698,635-698
0,European Journal of International Law ,Vol.  13,1 (2002),2002,243,262,243-262
0,Human Rights,Vol.  29,3 (Summer 2002),2002,4,6,4-6
0,Case Western Reserve Journal of International Law,Vol.  38,2 (2006-2007),2006,363,392,363-392
0,International Criminal Law Review,Vol.  11,3 (2011),2011,579,588,579-588
0,Tulsa Law Review,Vol.  46,1 (Fall 2010),2010,107,122,107-122
0,UCLA Journal of International Law and Foreign Affairs,Vol.  19,,,63,88,63-88
0,American Society of International Law Proceedings,Vol.  106,1 (March 28-31,2831,502,506,502-506
0,"Proceedings of the Annual Meeting, published by the American Society of International Law",Vol.  109,,,143,152,143-152
0,FIU Law Review,Vol.  11,1 (Fall 2015),2015,39,46,39-46
0,Guild Practitioner,Vol.  60,,,226,236,226-236
0,Maryland Journal of International Law,Vol.  24,1 (2009),2009,125,134,125-134
0,"Journal of Gender, Race, and Justice",Vol.  18,2 (Spring 2016),2016,381,388,381-388
0,Women's Rights Law Reporter,Vol.  24,3 (Summer/Fall 2003),2003,173,178,173-178
0,Women's Rights Law Reporter,Vol.  34,2/3 (Winter/Spring 2013),2013,185,215,185-215
0,Studies in Transnational Legal Policy,Vol.  46,,,35,62,35-62
0,Transnational Law and Contemporary Problems,Vol.  24,2 (Fall 2015),2015,333,340,333-340
0,Tulane Journal of International and Comparative Law,Vol.  19,1 (Winter 2010),2010,173,186,173-186
0,University of Cincinnati Law Review,Vol.  72,4 (Summer 2004),2004,1645,1706,1645-1706
0,Seton Hall Law Review,Vol.  36,4 (2006),2006,1179,1256,1179-1256
0,Indiana Health Law Review,Vol.  6,2 (2009),2009,203,252,203-252
0,Cardozo Law Review,Vol.  33,5 (June 2012),2012,2031,2096,2031-2096
0,Connecticut Law Review,Vol.  44,2 (December 2011),2011,481,530,481-530
0,Brooklyn Law Review,Vol.  78,3 (Spring 2013),2013,883,928,883-928
0,Pepperdine Law Review,Vol.  40,4 (2013),2013,911,974,911-974
0,University of Chicago Legal Forum,Vol.  2013,,,433,488,433-488
0,Akron Intellectual Property Journal,Vol.  7,1 (2014),2014,39,60,39-60
0,Houston Journal of Health Law & Policy,Vol.  15,,,131,172,131-172
0,Virginia Law Review,Vol.  91,8 (December 2005),2005,1795,1888,1795-1888
0,"Yale Journal of Health Policy, Law, and Ethics",Vol.  5,1 (2005),2005,385,400,385-400
0,Journal of Empirical Legal Studies ,Vol.  4,1 (2007),2007,3,68,3-68
0,Georgetown Law Journal,Vol.  96,2 (January 2008),2008,649,702,649-702
0,UCLA Law Review,Vol.  61,1 (2013),2013,2,64,2-64
0,DePaul Law Review,Vol.  59,2 (Winter 2010),2010,675,696,675-696
0,Journal of Legal Education,Vol.  66,1 (Autumn 2016),2016,78,99,78-99
0,DePaul Law Review,Vol.  68,2 (Winter 2019),2019,459,480,459-480
0,Journal of Corporation Law ,Vol.  35,3 (Spring 2010),2010,469,498,469-498
0,Journal of Legal Analysis,Vol.  1,2 (Summer 2009),2009,511,[ii],511-[ii]
0,University of Chicago Law Review,Vol.  73,1 (Winter 2006),2006,425,468,425-468
0,Northwestern University Law Review,Vol.  98,4 (2004),2004,1435,1504,1435-1504
0,"Journal of Law, Economics, and Organization ",Vol.  23,1 (April 2007),2007,161,185,161-185
0,University of Chicago Law Review,Vol.  80,4 (Fall 2013),2013,1557,1624,1557-1624
0,Michigan Law Review,Vol.  111,5 (March 2013),2013,715,758,715-758
0,Northwestern University Law Review,Vol.  112,2 (2017),2017,255,312,255-312
0,American Law and Economics Review,Vol.  7,2 (Fall 2005),2005,403,438,403-438
0,University of Pennsylvania Law Review,Vol.  166,7 (June 2018),2018,1819,1852,1819-1852
0,Journal of Empirical Legal Studies,Vol.  12,4 ( December 2015),2015,637,663,637-663
0,"Journal of Law, Economics, and Organization ",Vol.  25,1 (May 2009),2009,2,30,2-30
0,Boston University Law Review,Vol.  72,3 (May 1992),1992,463,554,463-554
0,Boston University Law Review,Vol.  67,2 (March 1987),1987,213,288,213-288
0,Boston University Law Review,Vol.  65,3 (May 1985),1985,387,482,387-482
0,UCLA Law Review,Vol.  38,1 (October 1990),1990,113,142,113-142
0,Journal of Criminal Law and Criminology,Vol.  87,4 (Summer 1997),1997,1075,1137,1075-1137
0,UCLA Law Review,Vol.  36,3 (February 1989),1989,447,528,447-528
0,Boston University Law Review,Vol.  80,3 (June 2000),2000,693,772,693-772
0,Vanderbilt Law Review,Vol.  54,3 (April 2001),2001,901,940,901-940
0,Arizona Law Review,Vol.  48,4 (2006),2006,1061,1102,1061-1102
0,Boston University Law Review,Vol.  76,1 & 2 (February & April 1996),1996,273,300,273-300
0,San Diego Law Review,Vol.  26,2 (March/April 1989),1989,289,326,289-326
0,Ohio State Journal of Criminal Law,Vol.  1,1 (Fall 2003),2003,179,206,179-206
0,Buffalo Criminal Law Review,Vol.  6,1 (2002),2002,219,316,219-316
0,UCLA Law Review,Vol.  50,2 (December 2002),2002,481,530,481-530
0,Journal of Contemporary Legal Issues,Vol.  5,,,365,398,365-398
0,Cardozo Law Review,Vol.  16,5 (March 1995),1995,1693,1748,1693-1748
0,Journal of Criminal Law and Criminology,Vol.  81,3 (Fall 1990),1990,447,517,447-517
0,Hofstra Law Review,Vol.  28,3 (Spring 2000),2000,635,668,635-668
0,Cornell Law Review,Vol.  81,3,,698,743,698-743
0,Columbia Law Review,Vol.  89,5 (June 1989),1989,1179,1200,1179-1200
0,Theoretical Inquiries in Law,Vol.  3,2 (July 2002),2002,283,332,283-332
0,Georgetown Law Journal,Vol.  68,4 (April 1980),1980,919,958,919-958
0,Harvard Journal of Law & Public Policy,Vol.  15,3 (Summer 1992),1992,849,888,849-888
0,Wake Forest Law Review,Vol.  44,5 (2009),2009,1355,1382,1355-1382
0,New Criminal Law Review,Vol.  11,1 (Winter 2008),2008,51,90,51-90
0,Boston University Law Review,Vol.  92,1 (January 2012),2012,1,88,1-88
0,Columbia Law Review Sidebar,Vol.  109,,,1,10,1-10
0,Journal of Criminal Law and Criminology,Vol.  91,1 (Fall 2000),2000,237,268,237-268
0,Ohio State Journal of Criminal Law,Vol.  9,2 (Spring 2012),2012,487,544,487-544
0,Journal of Tort Law,Vol.  10,2 (October 2017),2017,1,62,1-62
0,Oxford Journal of Legal Studies,Vol.  32,3 (Autumn 2012),2012,445,466,445-466
0,Buffalo Criminal Law Review,Vol.  8,2 (2005),2005,541,566,541-566
0,Virginia Law Review Online,Vol.  102,,,85,100,85-100
0,Boston University Law Review,Vol.  90,2 (April 2010),2010,715,736,715-736
0,Georgia Law Review,Vol.  26,3 (Spring 1992),1992,757,776,757-776
0,Journal of Tort Law,Vol.  8,,,29,66,29-66
0,Boston University Public Interest Law Journal,Vol.  3,1 (Spring 1993),1993,1,4,1-4
0,San Diego Law Review,Vol.  55,2 (May-June 2018),2018,357,380,357-380
0,New England Law Review,Vol.  47,4 (Summer 2013),2013,927,948,927-948
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2018,,,1,5,1-5
0,San Diego Law Review,Vol.  40,4 (November-December 2003),2003,1415,1424,1415-1424
0,Widener Law Journal,Vol.  17,3 (2008),2008,719,732,719-732
0,Vanderbilt Law Review,Vol.  71,1 (January 2018),2018,241,284,241-284
0,Fordham Law Review,Vol.  83,5 (April 2015),2015,2557,2604,2557-2604
0,Georgia Law Review,Vol.  47,1 (Fall 2012),2012,113,164,113-164
0,Cardozo Law Review,Vol.  38,1 (October 2016),2016,183,230,183-230
0,Arkansas Law Review,Vol.  70,1 (2017),2017,87,138,87-138
0,Penn State Law Review,Vol.  120,3 (Winter 2016),2016,807,866,807-866
0,Stanford Journal of Civil Rights & Civil Liberties,Vol.  12,2 (June 2016),2016,335,388,335-388
0,California Law Review,Vol.  104,6 (December 2016),2016,1463,1502,1463-1502
0,New York University Annual Survey of American Law,Vol.  69,1 (2013),2013,29,76,29-76
0,American University Law Review,Vol.  65,6 (August 2016),2016,1273,1334,1273-1334
0,Howard Law Journal,Vol.  58,1 (Fall 2014),2014,141,194,141-194
0,UCLA Law Review,Vol.  64,2 (February 2017),2017,282,355,282-355
0,Columbia Law Review Online,Vol.  116,,,108,125,108-125
0,Loyola University Chicago Law Journal,Vol.  47,3 (Spring 2016),2016,693,760,693-760
0,University of Illinois Law Review,Vol.  2017,5 (2017),2017,1733,1774,1733-1774
0,Southwestern Journal of International Law,Vol.  17,1 (2011),2011,63,110,63-110
0,Harvard Civil Rights-Civil Liberties Law Review,Vol.  53,1 (Winter 2018),2018,1,64,1-64
0,Journal of Islamic Law & Culture,Vol.  10,2 (July 2008),2008,188,212,188-212
0,University of Cincinnati Law Review,Vol.  84,1 (2016),2016,99,152,99-152
0,Harvard Journal on Racial & Ethnic Justice,Vol.  31,,,1,6,1-6
0,Hastings Law Journal,Vol.  69,2 (February 2018),2018,429,498,429-498
0,Journal of Law and Religion,Vol.  31,3 (November 2016),2016,279,292,279-292
0,CUNY Law Review,Vol.  20,2 (2017),2017,455,466,455-466
0,Northwestern University Law Review,Vol.  112,5 (2018),2018,1213,1244,1213-1244
0,Immigration and Nationality Law Review,Vol.  38,,,37,78,37-78
0,Michigan Law Review First Impressions,Vol.  114,,,1,8,1-8
0,Minnesota Law Review Headnotes,Vol.  103,1 (Fall 2018),2018,20,27,20-27
0,Northwestern University Law Review Online,Vol.  112,,,187,216,187-216
0,Ohio Northern University Law Review,Vol.  43,3 (2017),2017,443,458,443-458
0,Tennessee Law Review,Vol.  84,3 (Spring 2017),2017,599,602,599-602
0,Stanford Law Review Online,Vol.  71,,,251,266,251-266
0,Michigan Journal of Race & Law,Vol.  22,2 (Spring 2017),2017,215,242,215-242
0,Houston Journal of International Law,Vol.  31,2 (Spring 2009),2009,343,376,343-376
0,Common Market Law Review,Vol.  48,5 (October 2011),2011,1571,1598,1571-1598
0,Journal of Energy & Natural Resources Law,Vol.  23,3 (August 2005),2005,266,281,266-281
0,Competition and Regulation in Network Industries,Vol.  7,3 (2006),2006,355,390,355-390
0,Competition and Regulation in Network Industries,Vol.  9,1 (2008),2008,3,28,3-28
0,Common Market Law Review,Vol.  51,2 (April 2014),2014,727,728,727-728
0,Climate Law,Vol.  6,3-4 (2016),2016,250,263,250-263
0,European Energy and Environmental Law Review,Vol.  17,1 (February 2008),2008,12,22,12-22
0,European Energy and Environmental Law Review,Vol.  26,5 (October 2017),2017,138,147,138-147
0,European Investment Law and Arbitration Review,Vol.  2,1 (January 2017),2017,211,224,211-224
0,Finnish Yearbook of International Law,Vol.  20,,,459,463,459-463
0,Journal of Environmental Law,Vol.  27,2 (July 2015),2015,362,367,362-367
0,Journal of Energy & Natural Resources Law ,Vol.  24,1 (February 2006),2006,39,52,39-52
0,Renewable Energy Law and Policy Review (RELP),Vol.  5,2 (2014),2014,87,92,87-92
0,Journal of Criminal Law and Criminology,Vol.  87,4 (Summer 1997),1997,1138,1193,1138-1193
0,University of Pennsylvania Law Review,Vol.  142,6 (June 1994),1994,2183,2238,2183-2238
0,Journal of Criminal Law and Criminology,Vol.  91,3 (Spring 2001),2001,597,652,597-652
0,Arizona Law Review,Vol.  46,2 (2004),2004,213,262,213-262
0,Cardozo Law Review,Vol.  29,3 (January 2008),2008,1147,1192,1147-1192
0,Ohio State Journal of Criminal Law,Vol.  5,2 (Spring 2008),2008,449,478,449-478
0,Minnesota Law Review,Vol.  96,1 (November 2011),2011,141,193,141-193
0,Cardozo Law Review,Vol.  28,6 (May 2007),2007,2523,2544,2523-2544
0,Buffalo Criminal Law Review,Vol.  6,1 (2002),2002,185,218,185-218
0,Ohio State Journal of Criminal Law,Vol.  9,2 (Spring 2012),2012,637,668,637-668
0,Ohio State Journal of Criminal Law,Vol.  5,2 (Spring 2008),2008,375,406,375-406
0,U.C. Davis Law Review,Vol.  39,2 (February 2006),2006,637,668,637-668
0,Ohio State Journal of Criminal Law,Vol.  13,2 (Spring 2016),2016,397,440,397-440
0,San Diego Law Review,Vol.  48,4 (November-December 2011),2011,1273,1298,1273-1298
0,Michigan Law Review ,Vol.  108,6 (April 2010),2010,1011,1030,1011-1030
0,Rutgers Law Journal,Vol.  36,1 (Fall 2004),2004,183,190,183-190
0,Case Western Reserve Law Review,Vol.  59,3 (Spring 2009),2009,597,626,597-626
0,Journal of Criminal Law and Criminology ,Vol.  99,1 (Fall 2008),2008,235,254,235-254
0,Law and Contemporary Problems ,Vol.  75,2 (2012),2012,83,108,83-108
0,Rutgers Law Journal,Vol.  39,2 (Winter 2008),2008,237,246,237-246
0,Rutgers Law Journal,Vol.  42,2 (Winter 2011),2011,347,376,347-376
0,Ohio State Journal of Criminal Law,Vol.  9,2 (Spring 2012),2012,669,698,669-698
0,Ohio State Journal of Criminal Law,Vol.  10,2 (Spring 2013),2013,685,702,685-702
0,Buffalo Criminal Law Review,Vol.  9,2 (2006),2006,561,576,561-576
0,Ohio State Journal of Criminal Law,Vol.  8,2 (Spring 2011),2011,503,514,503-514
0,New Criminal Law Review,Vol.  10,3 (Summer 2007),2007,441,457,441-457
0,Legal Theory,Vol.  23,3 (September 2017),2017,168,[iv],168-[iv]
0,Rutgers Law Journal,Vol.  42,2 (Winter 2011),2011,295,300,295-300
0,San Diego Law Review,Vol.  55,2 (May-June 2018),2018,265,290,265-290
0,Virginia Law Review,Vol.  101,4 (June 2015),2015,947,956,947-956
0,Arizona State Law Journal,Vol.  50,4 (Winter 2018),2018,951,1008,951-1008
0,Criminal Justice Ethics,Vol.  28,2 (October 2009),2009,223,237,223-237
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2010,,,[196],[198],[196]-[198]
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2011,,,[280],[281],[280]-[281]
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2012,,,[51],[52],[51]-[52]
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2015,,,[274],[275],[274]-[275]
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2015,,,[331],[332],[331]-[332]
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2013,,,[167],[168],[167]-[168]
0,Modern Law Review,Vol.  81,6 (November 2018),2018,1092,1096,1092-1096
0,Ohio State Journal of Criminal Law,Vol.  10,1 (Fall 2012),2012,237,242,237-242
0,Ohio State Journal of Criminal Law,Vol.  15,2 (Spring 2018),2018,367,394,367-394
0,George Washington International Law Review,Vol.  36,4 (2004),2004,695,756,695-756
0,Indiana International & Comparative Law Review,Vol.  16,2 (2006),2006,335,374,335-374
0,Law & Social Inquiry,Vol.  43,4 (Fall 2018),2018,1364,1390,1364-1390
0,Texas International Law Journal,Vol.  46,1 (Fall 2010),2010,73,108,73-108
0,International Journal of Constitutional Law,Vol.  13,2 (April 2015),2015,407,433,407-433
0,AJIL Unbound,Vol.  111,,,397,401,397-401
0,Harvard Journal of Law and Gender,Vol.  41,2 (Summer 2018),2018,301,342,301-342
0,Yearbook of Islamic and Middle Eastern Law,Vol.  16,,,43,52,43-52
0,Washington and Lee Law Review,Vol.  73,4 (Fall 2016),2016,1795,1868,1795-1868
0,University of Colorado Law Review,Vol.  82,1 (2011),2011,167,258,167-258
0,University of Michigan Journal of Law Reform,Vol.  45,1 (Fall 2011),2011,55,112,55-112
0,Washington Law Review,Vol.  88,1 (March 2013),2013,185,244,185-244
0,University of Illinois Law Review,Vol.  2013,3 (2013),2013,881,918,881-918
0,Brooklyn Law Review,Vol.  77,2 (Winter 2012),2012,681,708,681-708
0,Seton Hall Law Review,Vol.  40,4 (2010),2010,1299,1322,1299-1322
0,Georgia Law Review,Vol.  50,2 (Winter 2016),2016,547,592,547-592
0,University of St. Thomas Law Journal,Vol.  11,3 (2014),2014,386,426,386-426
0,Georgia Law Review,Vol.  50,1 (Fall 2015),2015,131,142,131-142
0,SMU Law Review,Vol.  70,2 (Spring 2017),2017,327,376,327-376
0,Journal of Corporation Law,Vol.  42,4 (Summer 2017),2017,833,886,833-886
0,Journal of Law and Religion,Vol.  16,2 (2001),2001,569,574,569-574
0,Arizona State Law Journal,Vol.  27,4 (Winter 1995),1995,1085,1154,1085-1154
0,Northwestern University Law Review ,Vol.  88,3,,1106,1156,1106-1156
0,Texas Law Review,Vol.  83,2 (December 2004),2004,331,430,331-430
0,Virginia Law Review,Vol.  93,6 (October 2007),2007,1437,1482,1437-1482
0,Texas Law Review,Vol.  83,3 (February 2005),2005,597,716,597-716
0,Stanford Law Review ,Vol.  60,4 (February 2008),2008,895,936,895-936
0,Fordham Law Review,Vol.  70,2 (November 2001),2001,459,526,459-526
0,Georgetown Law Journal,Vol.  98,5 (June 2010),2010,1241,1302,1241-1302
0,Georgetown Law Journal,Vol.  99,2 (January 2011),2011,329,434,329-434
0,Notre Dame Law Review,Vol.  83,5 (July 2008),2008,1889,1956,1889-1956
0,George Washington Law Review,Vol.  74,2 (February 2006),2006,165,200,165-200
0,Iowa Law Review,Vol.  93,3 (March 2008),2008,801,880,801-880
0,Ohio State Law Journal,Vol.  59,4 (1998),1998,1069,1154,1069-1154
0,Ohio State Law Journal,Vol.  68,2 (2007),2007,435,516,435-516
0,William and Mary Law Review,Vol.  50,5 (April 2009),2009,1577,1698,1577-1698
0,Journal of Contemporary Legal Issues,Vol.  18,1 (2009),2009,447,468,447-468
0,University of Richmond Law Review,Vol.  33,2 (March 1999),1999,485,510,485-510
0,American Journal of Legal History,Vol.  38,2 (April 1994),1994,197,231,197-231
0,William and Mary Law Review,Vol.  47,4 (February 2006),2006,1343,1392,1343-1392
0,Stanford Law Review ,Vol.  60,4 (February 2008),2008,969,988,969-988
0,Notre Dame Law Review,Vol.  89,5 (May 2014),2014,2189,2218,2189-2218
0,Notre Dame Law Review,Vol.  87,5 (June 2012),2012,2123,2164,2123-2164
0,Yale Law Journal Forum,Vol.  124,,,180,207,180-207
0,Georgetown Law Journal,Vol.  101,5 (June 2013),2013,1275,1336,1275-1336
0,Constitutional Commentary,Vol.  30,1 (Winter 2015),2015,149,166,149-166
0,Harvard Journal of Law & Public Policy,Vol.  31,2 (Spring 2008),2008,467,472,467-472
0,Loyola of Los Angeles Law Review,Vol.  32,1 (November 1998),1998,1,8,1-8
0,Drake Law Review,Vol.  56,4 (2008),2008,875,896,875-896
0,Loyola of Los Angeles Law Review,Vol.  29,4 (June 1996),1996,1401,1410,1401-1410
0,University of Chicago Law Review Dialogue,Vol.  80,,,219,233,219-233
0,George Mason Law Review,Vol.  19,4 (2012),2012,873,886,873-886
0,Georgetown Law Journal,Vol.  106,5 (June 2018),2018,1389,1468,1389-1468
0,Harvard Journal of Law & Public Policy,Vol.  42,1 (Winter 2019),2019,69,80,69-80
0,Minnesota Law Review,Vol.  95,6 (2011),2011,2035,2098,2035-2098
0,Yale Law Journal,Vol.  122,8 (June 2013),2013,2626,2649,2626-2649
0,Indiana Law Journal,Vol.  87,3 (Summer 2012),2012,1143,1182,1143-1182
0,Iowa Law Review,Vol.  98,1 (November 2012),2012,293,336,293-336
0,Fordham Law Review,Vol.  83,6 (May 2015),2015,2961,2976,2961-2976
0,Arizona State Law Journal,Vol.  44,1 (Spring 2012),2012,267,304,267-304
0,Ohio State Journal of Criminal Law,Vol.  12,1 (Fall 2014),2014,115,152,115-152
0,Yale Law Journal,Vol.  126,3 (January 2017),2017,862,893,862-893
0,Iowa Law Review,Vol.  102,5 (July 2017),2017,2235,2264,2235-2264
0,Journal of Criminal Law and Criminology ,Vol.  99,1 (Fall 2008),2008,89,134,89-134
0,George Washington Law Review,Vol.  85,3 (May 2017),2017,712,799,712-799
0,Ohio State Journal of Criminal Law,Vol.  15,1 (Fall 2017),2017,73,88,73-88
0,Berkeley Journal of International Law,Vol.  26,1 (2008),2008,62,110,62-110
0,George Washington Law Review,Vol.  83,3 (April 2015),2015,1008,1022,1008-1022
0,Harvard Law Review,Vol.  131,7 (May 2018),2018,1979,2026,1979-2026
0,Law and Contemporary Problems,Vol.  72,4 (Fall 2009),2009,223,250,223-250
0,Cornell International Law Journal,Vol.  41,2 (Summer 2008),2008,347,382,347-382
0,Alabama Civil Rights & Civil Liberties Law Review,Vol.  8,1 (2017),2017,145,[vi],145-[vi]
0,Texas Law Review,Vol.  92,3 (February 2014),2014,669,688,669-688
0,Minnesota Law Review,Vol.  95,6 (2011),2011,2035,2098,2035-2098
0,Yale Law Journal,Vol.  122,8 (June 2013),2013,2626,2649,2626-2649
0,Indiana Law Journal,Vol.  87,3 (Summer 2012),2012,1143,1182,1143-1182
0,Iowa Law Review,Vol.  98,1 (November 2012),2012,293,336,293-336
0,Fordham Law Review,Vol.  83,6 (May 2015),2015,2961,2976,2961-2976
0,Arizona State Law Journal,Vol.  44,1 (Spring 2012),2012,267,304,267-304
0,Ohio State Journal of Criminal Law,Vol.  12,1 (Fall 2014),2014,115,152,115-152
0,Yale Law Journal,Vol.  126,3 (January 2017),2017,862,893,862-893
0,Iowa Law Review,Vol.  102,5 (July 2017),2017,2235,2264,2235-2264
0,Journal of Criminal Law and Criminology ,Vol.  99,1 (Fall 2008),2008,89,134,89-134
0,George Washington Law Review,Vol.  85,3 (May 2017),2017,712,799,712-799
0,Ohio State Journal of Criminal Law,Vol.  15,1 (Fall 2017),2017,73,88,73-88
0,Berkeley Journal of International Law,Vol.  26,1 (2008),2008,62,110,62-110
0,George Washington Law Review,Vol.  83,3 (April 2015),2015,1008,1022,1008-1022
0,Harvard Law Review,Vol.  131,7 (May 2018),2018,1979,2026,1979-2026
0,Law and Contemporary Problems,Vol.  72,4 (Fall 2009),2009,223,250,223-250
0,Cornell International Law Journal,Vol.  41,2 (Summer 2008),2008,347,382,347-382
0,Alabama Civil Rights & Civil Liberties Law Review,Vol.  8,1 (2017),2017,145,[vi],145-[vi]
0,Texas Law Review,Vol.  92,3 (February 2014),2014,669,688,669-688
0,Notre Dame Law Review,Vol.  74,3 (March 1999),1999,841,924,841-924
0,California Law Review,Vol.  90,2 (March 2002),2002,401,484,401-484
0,Yale Law Journal,Vol.  96,6 (May 1987),1987,1297,1322,1297-1322
0,Brooklyn Journal of International Law,Vol.  21,1 (1995),1995,97,178,97-178
0,Virginia Journal of International Law,Vol.  47,2 (Winter 2007),2007,357,412,357-412
0,Law and Contemporary Problems,Vol.  63,4 (Autumn 2000),2000,13,62,13-62
0,Texas International Law Journal,Vol.  32,2 (Spring 1997),1997,209,270,209-270
0,Michigan Law Review,Vol.  102,6 (May 2004),2004,1044,1103,1044-1103
0,Texas International Law Journal,Vol.  32,3 (Summer 1997),1997,545,560,545-560
0,William and Mary Law Review,Vol.  44,4 (March 2003),2003,1521,1626,1521-1626
0,Berkeley Journal of International Law,Vol.  22,1 (2004),2004,59,97,59-97
0,New York University Journal of International Law and Politics,Vol.  29,4 (Summer 1997),1997,555,576,555-576
0,William & Mary Bill of Rights Journal ,Vol.  11,2 (February 2003),2003,539,544,539-544
0,Whittier Law Review,Vol.  22,4 (Summer 2001),2001,1029,1058,1029-1058
0,University of Pennsylvania Journal of International Law,Vol.  33,4 (Summer 2012),2012,971,996,971-996
0,William & Mary Bill of Rights Journal,Vol.  27,3 (March 2019),2019,717,764,717-764
0,Brigham-Kanner Property Rights Conference Journal,Vol.  1,,,263,279,263-279
0,Michigan Journal of International Law,Vol.  38,1 (Fall 2016),2016,57,118,57-118
0,Notre Dame Journal of International & Comparative Law,Vol.  7,2 (2017),2017,1,57,1-57
0,New York University Review of Law & Social Change,Vol.  43,1 (2019),2019,1,58,1-58
0,University of Chicago Law Review,Vol.  69,1 (Winter 2002),2002,1,134,1-134
0,Northwestern University Law Review,Vol.  101,4 (2007),2007,1483,1542,1483-1542
0,Minnesota Law Review,Vol.  97,4,,1431,1473,1431-1473
0,North Carolina Law Review,Vol.  83,5 (June 2005),2005,1275,1322,1275-1322
0,Emory Law Journal,Vol.  50,2 (Spring 2001),2001,583,612,583-612
0,New York University Law Review,Vol.  80,1 (April 2005),2005,1,116,1-116
0,California Law Review,Vol.  91,4 (July 2003),2003,903,966,903-966
0,"Journal of Law, Economics, and Organization ",Vol.  23,2 (June 2007),2007,303,325,303-325
0,Stanford Law Review ,Vol.  61,1 (October 2008),2008,37,100,37-100
0,University of Pennsylvania Journal of Constitutional Law,Vol.  13,2 (December 2010),2010,263,282,263-282
0,Vanderbilt Law Review,Vol.  59,6 (November 2006),2006,1811,1872,1811-1872
0,Journal of Legal Analysis,Vol.  3,1 (Spring 2011),2011,101,138,101-138
0,Saint Louis University Law Journal,Vol.  47,3 (Spring 2003),2003,783,818,783-818
0,Journal of Law & Politics,Vol.  9,4 (Summer 1993),1993,639,718,639-718
0,Harvard Journal on Legislation,Vol.  39,2 (Summer 2002),2002,395,434,395-434
0,Law & Society Review,Vol.  35,1 (2001),2001,117,164,117-164
0,William & Mary Bill of Rights Journal,Vol.  10,1 (December 2001),2001,7,36,7-36
0,Washington University Law Review,Vol.  84,7 (2006),2006,1797,1822,1797-1822
0,Justice System Journal,Vol.  8,1 (1983),1983,35,45,35-45
0,Florida State University Law Review,Vol.  32,4 (Summer 2005),2005,1145,1174,1145-1174
0,Journal of Legal Education,Vol.  53,3 (2003),2003,311,320,311-320
0,Loyola of Los Angeles Law Review,Vol.  38,5 (December 2005),2005,1909,1970,1909-1970
0,University of Pennsylvania Law Review,Vol.  157,3 (February 2009),2009,833,880,833-880
0,Washington University Journal of Law & Policy,Vol.  13,,,305,334,305-334
0,Judicature,Vol.  67,3 (September 1983),1983,134,143,134-143
0,University of Chicago Law Review,Vol.  69,1 (Winter 2002),2002,191,210,191-210
0,Harvard Journal of Law and Public Policy,Vol.  7,2 (Fall 1984),1984,483,506,483-506
0,Law & Society Review,Vol.  30,1 (1996),1996,87,120,87-120
0,Law & Society Review,Vol.  16,2 (1981-82),1981,311,320,311-320
0,Judicature,Vol.  89,,,127,133,127-133
0,Washington University Journal of Law & Policy,Vol.  21,,,81,122,81-122
0,University of Pennsylvania Journal of Constitutional Law,Vol.  10,2 (January 2008),2008,361,386,361-386
0,Journal of Appellate Practice and Process,Vol.  7,1 (Spring 2005),2005,75,100,75-100
0,Duke Law Journal,Vol.  58,7 (April 2009),2009,1191,1230,1191-1230
0,Drake Law Review,Vol.  56,3 (2008),2008,609,636,609-636
0,Yale Law & Policy Review,Vol.  19,2 (2001),2001,341,380,341-380
0,California Law Review,Vol.  100,3 (June 2012),2012,557,578,557-578
0,Journal of Legal Studies,Vol.  35,1 (January 2006),2006,243,284,243-284
0,Journal of Legal Studies,Vol.  39,2 (June 2010),2010,433,468,433-468
0,Tulsa Law Review ,Vol.  43,3 (Spring 2008),2008,651,672,651-672
0,Emory Law Journal,Vol.  61,4 (2012),2012,737,758,737-758
0,Judicature,Vol.  91,4 (January-February 2008),2008,168,179,168-179
0,North Carolina Law Review,Vol.  86,5 (June 2008),2008,1299,1332,1299-1332
0,William & Mary Law Review,Vol.  57,6 (May 2016),2016,2017,2074,2017-2074
0,Howard Law Journal,Vol.  25,4 (1982),1982,709,730,709-730
0,Northwestern University Law Review,Vol.  106,2 (Spring 2012),2012,699,714,699-714
0,International Journal of Constitutional Law,Vol.  1,2 (2003),2003,196,223,196-223
0,Texas Law Review,Vol.  84,5 (April 2006),2006,1307,1316,1307-1316
0,New York University Law Review,Vol.  90,4 (October 2015),2015,1001,1040,1001-1040
0,Duke Law Journal,Vol.  64,6 (March 2015),2015,991,1022,991-1022
0,Judicature,Vol.  74,6 (April-May 1991),1991,314,321,314-321
0,Judicature,Vol.  83,5 (March-April 2000),2000,224,227,224-227
0,Stanford Law and Policy Review,Vol.  21,1 (2010),2010,33,50,33-50
0,New York University Law Review,Vol.  90,4 (October 2015),2015,1115,1159,1115-1159
